;Married;Number of Dependents;Zip Code;Number of Referrals;Tenure in Months;Offer;Internet Type;Avg Monthly GB Download;Contract;Paperless Billing;Payment Method;Monthly Charge;Age_disc;Total Streaming;Premium Services;Refunds;Average Monthly Extra Data Charges;Churn Status
1732;Yes;0;959;1;53;Offer B;None;0.0;One Year;No;Bank Withdrawal;20.8;25;0;0;0.0;0.0;Churned
1733;No;1;913;0;26;None;DSL;19.0;Month-to-Month;No;Credit Card;45.8;50;2;3;0.0;0.0;Customer
1734;No;0;919;0;30;Offer C;DSL;18.0;One Year;Yes;Credit Card;68.95;35;1;4;0.0;0.0;Customer
1735;No;1;944;0;40;None;DSL;10.0;Month-to-Month;Yes;Credit Card;64.1;65;1;3;0.0;0.0;Customer
1736;No;0;932;0;45;Offer B;DSL;8.0;One Year;Yes;Credit Card;62.55;50;0;4;0.0;0.0;Customer
1737;Yes;1;925;1;50;None;DSL;18.0;Two Year;Yes;Bank Withdrawal;75.15;75;2;5;0.0;0.0;Customer
1738;Yes;0;961;1;15;None;Fiber Optic;13.0;Month-to-Month;Yes;Bank Withdrawal;103.45;60;3;3;0.0;9.333333333333334;Customer
1739;No;0;921;0;2;None;Fiber Optic;16.0;Month-to-Month;Yes;Bank Withdrawal;79.75;45;1;1;0.0;0.0;Churned
1740;No;0;961;0;26;None;Fiber Optic;27.0;Month-to-Month;Yes;Bank Withdrawal;98.35;55;3;3;0.0;0.0;Churned
1741;No;0;923;0;11;None;None;0.0;One Year;No;Bank Withdrawal;25.2;50;0;1;0.0;0.0;Customer
1742;No;0;920;0;68;None;DSL;2.0;Two Year;Yes;Bank Withdrawal;88.15;65;3;6;1.0;0.0;Customer
1743;No;1;922;0;62;None;None;0.0;Two Year;No;Bank Withdrawal;20.0;45;0;0;0.0;0.0;Customer
1744;Yes;0;923;1;36;None;Fiber Optic;23.0;Month-to-Month;No;Bank Withdrawal;80.4;60;2;1;0.0;0.0;Customer
1745;No;1;913;0;8;None;None;0.0;Month-to-Month;No;Bank Withdrawal;19.45;30;0;0;0.0;0.0;Customer
1746;No;0;961;0;11;None;Fiber Optic;27.0;Month-to-Month;Yes;Credit Card;75.9;20;0;2;0.0;0.0;Customer
1747;No;0;904;0;5;Offer E;DSL;21.0;Month-to-Month;No;Credit Card;24.3;35;0;1;0.0;0.0;Customer
1748;No;1;913;0;1;None;Fiber Optic;21.0;Month-to-Month;No;Bank Withdrawal;79.9;60;2;1;0.0;0.0;Churned
1749;No;0;952;0;16;None;None;0.0;Month-to-Month;No;Credit Card;19.75;50;0;0;0.0;0.0;Customer
1750;No;0;952;0;30;None;Fiber Optic;8.0;Month-to-Month;Yes;Bank Withdrawal;99.7;75;2;2;0.0;2.6666666666666665;Churned
1751;Yes;0;923;1;66;Offer A;Fiber Optic;30.0;Month-to-Month;Yes;Bank Withdrawal;105.2;40;3;4;0.0;0.0;Customer
1752;Yes;1;957;1;70;None;Fiber Optic;28.0;One Year;Yes;Bank Withdrawal;106.15;35;3;4;0.0;0.0;Customer
1753;Yes;1;900;1;10;None;None;0.0;Two Year;No;Credit Card;19.85;55;0;0;0.0;0.0;Customer
1754;No;0;925;0;21;None;Fiber Optic;9.0;Month-to-Month;Yes;Bank Withdrawal;84.1;45;2;2;0.0;0.0;Customer
1755;Yes;0;947;1;46;Offer B;DSL;26.0;Two Year;No;Credit Card;40.4;65;0;3;0.0;1.7391304347826086;Customer
1756;No;0;956;0;9;Offer E;Fiber Optic;26.0;Month-to-Month;Yes;Bank Withdrawal;94.75;35;3;1;0.0;3.3333333333333335;Churned
1757;Yes;0;934;1;22;Offer D;DSL;21.0;Month-to-Month;Yes;Bank Withdrawal;54.2;50;0;3;0.0;0.0;Churned
1758;Yes;0;932;1;72;Offer A;DSL;30.0;Two Year;No;Bank Withdrawal;85.95;55;3;5;0.0;0.0;Customer
1759;No;0;956;0;24;None;Fiber Optic;3.0;Month-to-Month;Yes;Bank Withdrawal;84.35;45;0;4;0.0;0.0;Customer
1760;No;0;936;0;13;None;DSL;53.0;Month-to-Month;Yes;Bank Withdrawal;23.9;30;0;1;0.0;0.0;Churned
1761;Yes;0;956;1;42;None;DSL;59.0;Month-to-Month;Yes;Credit Card;25.1;25;1;1;0.0;0.0;Customer
1762;No;0;936;0;63;Offer B;DSL;28.0;One Year;Yes;Bank Withdrawal;40.6;50;0;4;0.0;0.0;Customer
1763;No;0;936;0;1;None;Fiber Optic;5.0;Month-to-Month;Yes;Bank Withdrawal;69.65;70;0;1;0.0;0.0;Churned
1764;Yes;0;949;1;31;Offer C;Fiber Optic;18.0;Two Year;No;Bank Withdrawal;89.45;75;1;3;1.0;0.0;Customer
1765;No;0;907;0;6;None;Fiber Optic;29.0;Month-to-Month;Yes;Bank Withdrawal;98.25;80;3;3;0.0;0.0;Churned
1766;No;0;952;0;25;Offer C;None;0.0;One Year;No;Credit Card;19.9;40;0;0;0.0;0.0;Customer
1767;Yes;0;945;1;72;None;Cable;26.0;Two Year;Yes;Bank Withdrawal;91.15;55;3;6;0.0;0.0;Customer
1768;No;0;961;0;29;None;None;0.0;Two Year;No;Credit Card;19.4;30;0;0;0.0;0.0;Customer
1769;Yes;0;958;1;72;Offer A;Fiber Optic;15.0;Two Year;Yes;Bank Withdrawal;100.55;60;2;5;0.0;0.0;Customer
1770;Yes;1;954;1;26;None;None;0.0;Month-to-Month;Yes;Credit Card;20.25;40;0;0;0.0;0.0;Customer
1771;Yes;1;960;1;36;None;Cable;19.0;One Year;No;Credit Card;53.65;40;0;3;0.0;0.0;Customer
1772;Yes;0;956;1;22;None;Fiber Optic;15.0;Month-to-Month;Yes;Credit Card;94.7;50;3;2;0.0;0.0;Churned
1773;Yes;0;936;1;72;Offer A;DSL;27.0;Two Year;No;Bank Withdrawal;55.3;40;0;3;0.0;0.0;Customer
1774;Yes;1;960;1;24;None;None;0.0;Two Year;No;Mailed Check;24.7;40;0;1;0.0;0.0;Customer
1775;No;0;913;0;17;None;DSL;14.0;Month-to-Month;Yes;Credit Card;55.5;65;0;3;0.0;0.0;Customer
1776;Yes;1;925;1;10;None;Fiber Optic;51.0;Month-to-Month;Yes;Bank Withdrawal;88.85;45;3;1;0.0;0.0;Customer
1777;Yes;0;932;1;72;None;None;0.0;Two Year;No;Bank Withdrawal;20.05;45;0;0;0.0;0.0;Customer
1778;Yes;1;935;1;18;None;None;0.0;Two Year;Yes;Credit Card;24.65;20;0;1;0.0;0.0;Customer
1779;No;0;926;0;67;Offer A;Fiber Optic;21.0;Two Year;Yes;Bank Withdrawal;92.45;70;1;4;0.0;0.0;Customer
1780;Yes;1;907;1;7;Offer E;None;0.0;Month-to-Month;No;Credit Card;20.45;30;0;0;0.0;0.0;Customer
1781;Yes;0;928;1;70;Offer A;None;0.0;Two Year;No;Bank Withdrawal;24.25;35;0;1;0.0;0.0;Customer
1782;Yes;1;900;1;68;None;DSL;23.0;Two Year;Yes;Bank Withdrawal;53.0;65;3;3;0.0;0.0;Customer
1783;No;0;954;0;65;Offer B;Fiber Optic;3.0;Two Year;Yes;Bank Withdrawal;99.1;80;3;3;0.0;0.0;Customer
1784;No;1;959;0;26;None;DSL;27.0;Month-to-Month;Yes;Credit Card;29.8;25;0;2;1.0;0.0;Customer
1785;Yes;0;954;1;55;Offer B;Fiber Optic;21.0;Two Year;Yes;Bank Withdrawal;113.6;70;2;5;0.0;0.0;Customer
1786;Yes;0;915;1;30;Offer C;Fiber Optic;24.0;Month-to-Month;Yes;Bank Withdrawal;101.5;80;2;3;0.0;0.0;Customer
1787;Yes;0;902;1;71;Offer A;DSL;26.0;One Year;Yes;Credit Card;66.85;50;0;5;0.0;0.0;Customer
1788;Yes;1;926;1;53;Offer B;DSL;19.0;Month-to-Month;No;Credit Card;65.0;30;1;3;0.0;0.0;Customer
1789;No;0;911;0;19;None;None;0.0;Month-to-Month;No;Bank Withdrawal;24.7;60;0;1;1.0;0.0;Customer
1790;Yes;0;917;1;8;Offer E;Fiber Optic;18.0;Month-to-Month;Yes;Credit Card;75.0;55;0;2;0.0;0.0;Customer
1791;No;0;902;0;1;None;None;0.0;Month-to-Month;Yes;Bank Withdrawal;20.2;50;0;0;0.0;0.0;Churned
1792;No;0;925;0;2;Offer E;Fiber Optic;16.0;Month-to-Month;Yes;Bank Withdrawal;75.8;35;0;2;0.0;0.0;Churned
1793;Yes;0;936;1;37;None;DSL;11.0;One Year;No;Credit Card;68.1;65;0;5;0.0;0.0;Customer
1794;No;0;945;0;29;Offer C;DSL;22.0;Two Year;Yes;Bank Withdrawal;58.55;70;0;4;1.0;0.0;Customer
1795;No;0;960;0;15;Offer D;Cable;2.0;Month-to-Month;No;Mailed Check;84.45;60;3;5;0.0;0.0;Customer
1796;No;0;941;0;35;Offer C;None;0.0;Two Year;No;Credit Card;19.25;35;0;0;0.0;0.0;Customer
1797;No;0;950;0;59;None;Fiber Optic;2.0;Two Year;Yes;Credit Card;79.2;70;0;3;0.0;0.0;Customer
1798;Yes;0;917;1;25;None;Fiber Optic;25.0;Month-to-Month;Yes;Bank Withdrawal;89.1;35;2;3;0.0;0.0;Churned
1799;No;0;900;0;60;Offer B;Fiber Optic;52.0;Month-to-Month;Yes;Bank Withdrawal;89.9;25;1;3;0.0;0.0;Customer
1800;No;0;955;0;1;None;Fiber Optic;25.0;Month-to-Month;Yes;Bank Withdrawal;70.1;45;0;1;0.0;0.0;Churned
1801;Yes;0;921;1;18;None;Fiber Optic;15.0;Month-to-Month;No;Bank Withdrawal;99.75;70;2;3;0.0;0.0;Churned
1802;Yes;0;959;1;23;Offer D;DSL;41.0;One Year;Yes;Credit Card;57.75;30;0;4;0.0;0.0;Customer
1803;Yes;0;913;0;65;None;Fiber Optic;7.0;Two Year;No;Bank Withdrawal;108.65;55;3;5;0.0;0.0;Churned
1804;Yes;0;932;1;17;None;Fiber Optic;13.0;Two Year;Yes;Bank Withdrawal;94.8;80;2;2;0.0;0.0;Customer
1805;No;0;936;0;34;None;DSL;27.0;Two Year;No;Credit Card;67.65;20;1;4;0.0;0.0;Customer
1806;No;0;954;0;2;None;Fiber Optic;4.0;Month-to-Month;Yes;Bank Withdrawal;67.75;60;0;1;0.0;0.0;Churned
1807;No;0;949;0;35;None;Fiber Optic;23.0;Two Year;Yes;Bank Withdrawal;108.95;40;3;5;0.0;0.0;Customer
1808;No;0;953;0;47;Offer B;DSL;12.0;Two Year;No;Credit Card;74.45;35;3;3;0.0;0.0;Customer
1809;No;0;936;0;10;Offer D;Fiber Optic;19.0;Month-to-Month;Yes;Credit Card;81.0;45;0;3;0.0;0.0;Churned
1810;No;0;950;0;58;None;Cable;7.0;One Year;Yes;Credit Card;71.1;55;0;6;0.0;0.0;Customer
1811;Yes;0;936;1;50;Offer B;Fiber Optic;14.0;One Year;No;Bank Withdrawal;108.55;60;3;5;0.0;0.0;Churned
1812;Yes;1;919;1;45;Offer B;DSL;11.0;Month-to-Month;No;Credit Card;81.3;50;1;6;0.0;0.0;Customer
1813;No;0;945;0;51;Offer B;Fiber Optic;13.0;One Year;No;Credit Card;86.35;50;1;2;0.0;0.0;Customer
1814;No;0;905;0;11;Offer D;Fiber Optic;29.0;Month-to-Month;Yes;Bank Withdrawal;89.2;60;1;3;0.0;0.0;Customer
1815;No;0;904;0;44;None;DSL;17.0;One Year;No;Bank Withdrawal;74.85;75;3;3;1.0;0.0;Customer
1816;No;0;956;0;62;Offer B;Cable;30.0;Two Year;Yes;Credit Card;43.6;40;2;3;0.0;0.0;Customer
1817;Yes;0;956;1;60;None;Fiber Optic;51.0;Month-to-Month;Yes;Bank Withdrawal;99.8;20;3;3;0.0;0.0;Customer
1818;No;0;907;0;39;Offer C;Cable;26.0;Month-to-Month;Yes;Bank Withdrawal;40.6;25;2;2;0.0;0.0;Customer
1819;No;0;956;0;21;Offer D;Fiber Optic;11.0;Month-to-Month;Yes;Bank Withdrawal;68.65;60;0;1;0.0;0.0;Customer
1820;Yes;0;950;1;67;Offer A;None;0.0;One Year;Yes;Bank Withdrawal;20.85;55;0;0;0.0;0.0;Customer
1821;No;0;955;0;1;Offer E;None;0.0;Month-to-Month;Yes;Credit Card;19.45;40;0;0;0.0;0.0;Churned
1822;No;0;945;0;21;Offer D;None;0.0;Month-to-Month;No;Credit Card;20.0;60;0;0;0.0;0.0;Customer
1823;No;0;932;0;22;None;Fiber Optic;27.0;Month-to-Month;Yes;Bank Withdrawal;90.5;70;1;3;0.0;0.0;Churned
1824;No;0;902;0;72;Offer A;Fiber Optic;12.0;Two Year;Yes;Bank Withdrawal;100.9;50;3;4;0.0;0.0;Customer
1825;No;0;936;0;1;Offer E;Fiber Optic;23.0;Month-to-Month;Yes;Bank Withdrawal;85.45;50;1;2;0.0;0.0;Churned
1826;No;0;956;0;43;Offer B;Fiber Optic;23.0;One Year;Yes;Bank Withdrawal;100.0;55;3;2;0.0;3.255813953488372;Churned
1827;Yes;0;900;1;11;Offer D;Fiber Optic;26.0;Month-to-Month;Yes;Bank Withdrawal;99.5;45;3;3;0.0;0.0;Churned
1828;Yes;0;945;1;62;None;Fiber Optic;16.0;One Year;Yes;Bank Withdrawal;103.75;75;3;4;0.0;0.0;Churned
1829;Yes;1;955;1;1;None;None;0.0;Month-to-Month;No;Mailed Check;19.45;55;0;0;0.0;0.0;Churned
1830;No;0;907;0;71;Offer A;DSL;20.0;One Year;Yes;Bank Withdrawal;56.45;75;3;3;0.0;0.0;Customer
1831;Yes;1;927;1;60;None;None;0.0;Two Year;Yes;Credit Card;19.25;30;0;0;0.0;0.0;Customer
1832;No;0;923;0;50;None;DSL;6.0;Two Year;No;Credit Card;39.7;50;0;4;0.0;0.0;Customer
1833;No;0;922;0;7;None;None;0.0;Two Year;No;Credit Card;19.45;30;0;0;0.0;0.0;Customer
1834;Yes;0;919;1;72;Offer A;Fiber Optic;52.0;Two Year;Yes;Bank Withdrawal;84.05;25;1;4;0.0;0.0;Customer
1835;Yes;0;936;1;53;Offer B;DSL;13.0;One Year;No;Bank Withdrawal;77.4;50;1;5;0.0;0.0;Customer
1836;Yes;0;928;1;23;None;Cable;17.0;Two Year;No;Credit Card;59.7;35;0;4;0.0;0.0;Customer
1837;No;0;949;0;51;None;None;0.0;Two Year;No;Credit Card;19.6;65;0;0;0.0;0.0;Customer
1838;No;0;923;0;22;Offer D;DSL;28.0;One Year;Yes;Mailed Check;69.75;80;2;4;0.0;0.0;Customer
1839;No;1;958;0;43;None;Fiber Optic;10.0;One Year;Yes;Credit Card;106.0;45;3;3;0.0;3.0232558139534884;Customer
1840;No;0;921;0;5;Offer E;Fiber Optic;52.0;Month-to-Month;Yes;Bank Withdrawal;80.6;30;1;0;1.0;8.0;Churned
1841;Yes;1;950;1;70;None;None;0.0;Two Year;Yes;Credit Card;19.2;40;0;0;0.0;0.0;Customer
1842;No;0;900;0;57;None;None;0.0;Two Year;No;Credit Card;20.75;35;0;0;0.0;0.0;Customer
1843;Yes;1;954;1;72;Offer A;Fiber Optic;24.0;Two Year;Yes;Credit Card;106.1;30;1;6;1.0;0.0;Customer
1844;No;0;917;0;50;None;Fiber Optic;6.0;Month-to-Month;Yes;Bank Withdrawal;95.7;40;3;1;0.0;2.8;Customer
1845;Yes;0;932;1;29;None;DSL;15.0;Month-to-Month;Yes;Bank Withdrawal;45.9;45;3;0;0.0;0.6896551724137931;Customer
1846;No;0;919;0;63;Offer B;DSL;11.0;One Year;No;Bank Withdrawal;71.5;45;0;5;0.0;1.1111111111111112;Customer
1847;No;0;921;0;6;Offer E;Fiber Optic;12.0;Month-to-Month;Yes;Bank Withdrawal;84.85;60;1;2;0.0;0.0;Churned
1848;No;0;917;0;65;None;Fiber Optic;6.0;One Year;Yes;Bank Withdrawal;95.5;60;1;3;0.0;1.2307692307692308;Customer
1849;Yes;0;936;1;30;None;Fiber Optic;22.0;Month-to-Month;Yes;Bank Withdrawal;105.7;75;1;6;0.0;0.0;Customer
1850;Yes;0;921;1;14;Offer D;Fiber Optic;9.0;Month-to-Month;Yes;Bank Withdrawal;90.9;65;2;3;0.0;0.0;Churned
1851;Yes;1;935;1;2;None;DSL;51.0;Month-to-Month;No;Credit Card;65.7;20;3;1;0.0;0.0;Churned
1852;Yes;1;902;1;53;None;Cable;25.0;Month-to-Month;Yes;Bank Withdrawal;48.7;40;2;4;0.0;0.0;Customer
1853;No;0;923;0;41;Offer B;Fiber Optic;21.0;Month-to-Month;Yes;Bank Withdrawal;98.4;75;2;3;0.0;0.0;Churned
1854;Yes;0;955;0;72;None;Fiber Optic;53.0;Two Year;Yes;Credit Card;108.95;30;3;5;0.0;0.0;Customer
1855;No;0;939;0;24;Offer C;Fiber Optic;6.0;Month-to-Month;Yes;Bank Withdrawal;99.65;40;3;3;0.0;0.0;Customer
1856;No;0;922;0;33;Offer C;Cable;11.0;One Year;Yes;Bank Withdrawal;54.6;75;2;3;0.0;0.0;Customer
1857;No;0;945;0;35;None;Fiber Optic;19.0;Month-to-Month;Yes;Bank Withdrawal;99.05;70;2;2;0.0;3.4285714285714284;Churned
1858;Yes;0;913;0;20;Offer D;Fiber Optic;15.0;Month-to-Month;Yes;Bank Withdrawal;96.55;30;1;4;0.0;0.0;Customer
1859;No;0;954;0;25;Offer C;None;0.0;Month-to-Month;Yes;Mailed Check;20.15;45;0;0;0.0;0.0;Customer
1860;No;0;959;0;2;Offer E;DSL;21.0;Month-to-Month;Yes;Bank Withdrawal;42.6;50;2;3;0.0;0.0;Churned
1861;No;1;961;0;10;Offer D;Cable;26.0;One Year;No;Credit Card;73.55;25;2;5;0.0;0.0;Customer
1862;Yes;0;912;1;22;Offer D;DSL;25.0;Two Year;Yes;Credit Card;63.55;75;0;5;0.0;0.0;Customer
1863;No;0;954;0;25;None;Fiber Optic;18.0;Month-to-Month;No;Credit Card;70.95;50;0;0;0.0;0.8;Churned
1864;Yes;1;960;1;53;Offer B;Fiber Optic;27.0;One Year;Yes;Bank Withdrawal;105.25;40;3;4;0.0;0.0;Customer
1865;Yes;0;941;1;71;None;None;0.0;Two Year;No;Credit Card;19.6;45;0;0;0.0;0.0;Customer
1866;No;0;961;0;54;None;Fiber Optic;8.0;Two Year;Yes;Bank Withdrawal;97.2;40;3;3;0.0;0.0;Customer
1867;Yes;0;921;1;4;None;Fiber Optic;30.0;Month-to-Month;Yes;Bank Withdrawal;85.95;50;2;2;0.0;0.0;Churned
1868;Yes;0;917;0;52;Offer B;Fiber Optic;30.0;Month-to-Month;No;Bank Withdrawal;94.6;60;1;4;0.0;0.0;Customer
1869;No;0;953;0;20;Offer D;DSL;29.0;Month-to-Month;No;Credit Card;64.4;65;2;3;0.0;0.0;Customer
1870;No;1;921;0;1;None;Cable;51.0;Month-to-Month;Yes;Bank Withdrawal;25.3;20;0;0;0.0;10.0;Churned
1871;No;0;956;0;56;None;Fiber Optic;18.0;Two Year;Yes;Bank Withdrawal;96.85;70;2;4;0.0;0.0;Customer
1872;Yes;0;940;1;67;None;Fiber Optic;23.0;One Year;Yes;Bank Withdrawal;111.25;40;3;5;0.0;0.0;Customer
1873;No;0;956;0;70;None;DSL;26.0;Two Year;No;Bank Withdrawal;48.4;25;2;4;0.0;0.0;Customer
1874;Yes;0;949;1;2;Offer E;Fiber Optic;23.0;Month-to-Month;Yes;Bank Withdrawal;89.55;50;3;1;0.0;0.0;Churned
1875;Yes;0;946;1;12;None;DSL;26.0;One Year;No;Credit Card;53.65;25;2;1;0.0;0.0;Churned
1876;No;0;934;0;8;Offer E;Fiber Optic;2.0;Month-to-Month;Yes;Bank Withdrawal;86.55;45;2;2;0.0;0.0;Churned
1877;Yes;1;928;1;55;None;DSL;52.0;Two Year;Yes;Bank Withdrawal;85.1;35;3;5;0.0;0.0;Customer
1878;Yes;0;925;1;53;Offer B;None;0.0;Two Year;No;Credit Card;19.9;35;0;0;0.0;0.0;Customer
1879;No;0;900;0;18;Offer D;Fiber Optic;26.0;Month-to-Month;Yes;Bank Withdrawal;96.05;25;3;2;0.0;0.0;Churned
1880;Yes;1;928;1;72;None;Fiber Optic;58.0;Two Year;No;Bank Withdrawal;114.55;45;3;5;1.0;0.5555555555555556;Customer
1881;No;0;957;0;35;None;None;0.0;Month-to-Month;No;Bank Withdrawal;20.75;50;0;0;0.0;0.0;Customer
1882;No;0;953;0;57;Offer B;DSL;30.0;Month-to-Month;Yes;Bank Withdrawal;53.75;55;3;3;0.0;0.0;Customer
1883;Yes;0;955;1;15;None;Cable;22.0;Month-to-Month;Yes;Bank Withdrawal;85.6;75;1;2;0.0;0.0;Churned
1884;Yes;1;956;1;58;None;Fiber Optic;10.0;One Year;Yes;Bank Withdrawal;105.05;35;3;4;0.0;0.0;Customer
1885;Yes;0;935;1;8;Offer E;Fiber Optic;76.0;Month-to-Month;Yes;Bank Withdrawal;94.2;20;3;2;0.0;0.0;Churned
1886;Yes;1;928;1;36;None;None;0.0;Two Year;No;Credit Card;19.45;25;0;0;0.0;0.0;Customer
1887;No;0;932;0;11;Offer D;DSL;52.0;Month-to-Month;No;Bank Withdrawal;64.05;20;2;2;0.0;8.181818181818182;Customer
1888;Yes;1;955;1;19;Offer D;None;0.0;Month-to-Month;No;Credit Card;20.6;45;0;0;0.0;0.0;Customer
1889;No;0;922;0;66;Offer A;DSL;11.0;Two Year;Yes;Credit Card;74.6;55;2;5;0.0;0.0;Customer
1890;No;0;952;0;3;Offer E;None;0.0;Month-to-Month;No;Credit Card;19.85;25;0;0;0.0;0.0;Churned
1891;Yes;1;953;1;47;None;Fiber Optic;20.0;Month-to-Month;No;Bank Withdrawal;90.05;55;2;3;0.0;0.0;Customer
1892;Yes;1;928;1;35;Offer C;None;0.0;One Year;No;Credit Card;19.65;30;0;0;0.0;0.0;Customer
1893;Yes;1;900;1;29;Offer C;DSL;69.0;One Year;No;Bank Withdrawal;69.05;25;1;3;0.0;1.3793103448275863;Customer
1894;Yes;0;945;1;49;Offer B;Fiber Optic;26.0;Month-to-Month;Yes;Bank Withdrawal;93.85;30;1;3;0.0;0.6122448979591837;Customer
1895;No;0;932;0;5;None;DSL;26.0;Month-to-Month;No;Credit Card;55.8;40;0;3;0.0;0.0;Customer
1896;Yes;1;917;1;6;Offer E;None;0.0;One Year;No;Credit Card;19.45;55;0;0;0.0;0.0;Customer
1897;No;0;956;0;2;Offer E;Fiber Optic;22.0;Month-to-Month;Yes;Bank Withdrawal;94.0;65;3;2;0.0;0.0;Churned
1898;Yes;0;907;0;70;None;DSL;21.0;One Year;No;Bank Withdrawal;79.4;40;1;6;0.0;0.0;Customer
1899;Yes;1;902;0;48;None;DSL;19.0;One Year;No;Bank Withdrawal;29.9;75;0;2;0.0;0.0;Customer
1900;No;0;902;0;54;Offer B;None;0.0;Two Year;Yes;Credit Card;20.5;45;0;0;0.0;0.0;Customer
1901;No;0;956;0;55;None;Fiber Optic;3.0;One Year;Yes;Bank Withdrawal;98.35909090909091;75;2;3;0.0;0.0;Customer
1902;Yes;0;960;1;44;None;Fiber Optic;6.0;Two Year;Yes;Bank Withdrawal;85.15;70;0;4;0.0;0.0;Customer
1903;Yes;1;955;1;4;Offer E;DSL;30.0;Month-to-Month;No;Credit Card;45.25;35;0;1;0.0;0.0;Customer
1904;No;0;917;0;49;Offer B;Fiber Optic;18.0;Month-to-Month;Yes;Bank Withdrawal;74.6;40;0;2;0.0;0.0;Customer
1905;Yes;0;900;1;51;None;Fiber Optic;9.0;Month-to-Month;Yes;Bank Withdrawal;94.65;45;3;2;0.0;0.0;Churned
1906;Yes;0;921;1;64;None;Fiber Optic;21.0;One Year;Yes;Credit Card;96.9;30;3;3;1.0;0.0;Customer
1907;Yes;1;953;1;72;None;Cable;16.0;Two Year;Yes;Bank Withdrawal;90.15;80;2;6;0.0;0.0;Customer
1908;Yes;0;950;1;7;None;DSL;9.0;Month-to-Month;No;Bank Withdrawal;81.25;40;3;4;1.0;0.0;Customer
1909;Yes;1;928;1;30;None;DSL;19.0;Month-to-Month;Yes;Bank Withdrawal;54.45;50;0;3;0.0;0.0;Customer
1910;No;0;933;0;35;None;Fiber Optic;6.0;Month-to-Month;No;Bank Withdrawal;83.15;50;1;2;1.0;0.0;Customer
1911;Yes;0;900;1;47;Offer B;DSL;28.0;Two Year;No;Bank Withdrawal;73.6;55;3;3;0.0;0.0;Customer
1912;Yes;0;956;1;64;None;DSL;25.0;Two Year;Yes;Credit Card;68.3;55;2;4;0.0;0.0;Customer
1913;Yes;1;961;1;53;None;None;0.0;Two Year;Yes;Credit Card;19.4;40;0;0;0.0;0.0;Customer
1914;No;0;959;0;35;None;None;0.0;Two Year;No;Bank Withdrawal;21.45;45;0;0;0.0;0.0;Customer
1915;Yes;0;935;0;29;None;Fiber Optic;2.0;Month-to-Month;Yes;Bank Withdrawal;79.3;70;0;3;0.0;0.0;Customer
1916;Yes;0;907;1;52;None;DSL;8.0;One Year;No;Credit Card;35.45;60;0;3;0.0;0.0;Customer
1917;No;0;913;0;8;None;Fiber Optic;3.0;Month-to-Month;Yes;Bank Withdrawal;75.25;50;0;2;0.0;0.0;Customer
1918;Yes;1;953;1;62;None;DSL;41.0;Month-to-Month;Yes;Credit Card;70.45;25;3;2;0.0;0.0;Customer
1919;Yes;0;928;1;38;None;Cable;73.0;Two Year;No;Credit Card;81.0;30;3;4;0.0;0.0;Customer
1920;No;0;935;0;10;Offer D;DSL;22.0;Month-to-Month;No;Bank Withdrawal;35.75;55;0;3;0.0;0.0;Customer
1921;Yes;0;908;1;48;Offer B;Fiber Optic;2.0;Month-to-Month;Yes;Credit Card;100.05;60;3;3;1.0;0.0;Customer
1922;Yes;1;946;1;39;None;DSL;11.0;Month-to-Month;No;Credit Card;51.05;60;0;2;0.0;0.0;Customer
1923;No;0;922;0;28;None;Cable;23.0;Two Year;No;Bank Withdrawal;64.45;65;0;5;0.0;0.0;Customer
1924;No;1;959;0;63;None;None;0.0;Two Year;No;Credit Card;19.5;50;0;0;0.0;0.0;Customer
1925;No;0;945;0;37;None;Fiber Optic;82.0;Month-to-Month;No;Credit Card;100.3;25;3;3;0.0;0.0;Customer
1926;Yes;0;932;1;70;None;DSL;2.0;Two Year;No;Credit Card;79.15;40;1;6;0.0;0.0;Customer
1927;Yes;0;926;1;50;Offer B;Fiber Optic;13.0;Month-to-Month;Yes;Bank Withdrawal;109.65;60;3;5;0.0;0.0;Customer
1928;No;0;919;0;41;Offer B;Fiber Optic;59.0;Two Year;Yes;Credit Card;99.65;30;3;3;0.0;0.0;Customer
1929;Yes;0;930;1;68;Offer A;Fiber Optic;22.0;Two Year;Yes;Bank Withdrawal;113.15;50;3;6;0.0;0.0;Churned
1930;Yes;0;931;1;65;None;Fiber Optic;26.0;Month-to-Month;Yes;Bank Withdrawal;105.5;20;3;4;0.0;0.0;Churned
1931;Yes;0;902;1;64;Offer B;Fiber Optic;48.0;One Year;No;Bank Withdrawal;89.45;30;0;5;0.0;0.0;Customer
1932;Yes;0;959;1;65;None;Fiber Optic;10.0;Month-to-Month;Yes;Bank Withdrawal;104.25;50;3;4;0.0;0.0;Customer
1933;No;0;939;0;52;None;DSL;28.0;Two Year;Yes;Credit Card;85.15;65;3;5;0.0;0.0;Customer
1934;No;0;936;0;27;Offer C;Fiber Optic;2.0;Month-to-Month;Yes;Bank Withdrawal;89.2;30;2;3;0.0;0.0;Customer
1935;No;0;939;0;37;None;DSL;10.0;Month-to-Month;No;Credit Card;28.6;30;0;2;0.0;0.0;Churned
1936;No;0;956;0;27;None;Fiber Optic;11.0;Month-to-Month;No;Credit Card;88.3;70;1;3;0.0;0.0;Churned
1937;Yes;1;920;1;71;Offer A;Cable;19.0;Two Year;No;Bank Withdrawal;59.7;45;3;4;0.0;0.0;Customer
